Population_Members,Peak_Flow (CFS),Total_Runoff_Volume (1000*CF),Total_Costs $,Social_Context_Score,MultiObjectiveRating,,
childK3DGWMWgen0,346.1395,3791.2203,24779420.94,6120.998748,3.33312786,,
childJHIKNA6gen11,367.0655,3705.2568,24578783.32,6138.755608,3.376313189,,
childMZ0T567gen2,372.8435,3892.6494,20706846.82,6160.089798,3.446656641,,
childS6KOAY9gen9,362.05,3748.1049,23742468.75,6165.972338,3.373493896,,
member6B2P9I8gen11,377.033,3927.1797,20106022.16,6167.171749,3.469596106,,
memberPT3A6H5gen1,380.6625,3700.9782,24260767.28,6169.335484,3.41934044,,
childCOH4TW9gen11,364.7085,3740.3091,24489440.97,6178.244288,3.380297256,,
memberRCBWXITgen4,384.5695,4000.7169,23831114.44,6182.209501,3.514087238,,
child4VDTVVSgen0,366.0075,3871.0458,23254828.61,6182.945433,3.420305947,,
childNY9HLPPgen15,364.264,3704.85,24406056.5,6189.385677,3.3697304,,
childGZQH5F2gen14,368.596,3758.0202,23777242.18,6191.339883,3.397971485,,
childE1487ANgen12,367.1955,3686.9742,24791006.98,6194.337804,3.374301167,,
childW98CVIGgen6,376.5355,3795.8121,24301207.65,6198.980772,3.433626313,,
member330J5ZWgen7,360.99,3818.7081,24224171.57,6200.87753,3.391055588,,
memberI9AYSNBgen10,384.577,4023.9594,24048095.1,6206.356316,3.521575668,,
memberO3RMH93gen9,360.99,3818.7081,22882771.83,6208.025037,3.39138632,,
memberCITQFGXgen19,380.2145,3895.8975,22031124.04,6212.239695,3.473148431,,
memberKJ5K85Ogen2,379.489,3930.5268,23579681.97,6225.706602,3.480946138,,
child44HPQRRgen3,362.3025,3735.5751,24683913.12,6230.351115,3.373845422,,
childVBF7WZ5gen13,366.093,3747.7719,24078245.35,6280.977291,3.391445131,,
member31BL9DZgen14,369.9485,3831.5385,21102912.18,6284.668254,3.426623198,,
memberZRHLAE5gen9,359.4225,3844.6254,21673474.37,6291.980152,3.397417222,,
childQU90OM5gen5,370.704,3775.4154,24379812.14,6292.499213,3.414035446,,
memberQNITA5Kgen0,378.054,3875.427,24298554.4,6292.736747,3.46448508,,
member3U18E0Wgen14,378.25,3932.2296,21535694.49,6295.695428,3.480751402,,
child6E6CL44gen1,361.9245,3808.7829,23845670.91,6297.516879,3.395756999,,
childQV1YRISgen10,370.794,3763.5579,24513378.53,6302.301771,3.411533931,,
memberRY4JM2Qgen19,383.3525,4028.2695,23497505.5,6308.735898,3.5236374,,
member2G82L9Pgen1,382.957,4016.988,24079106.67,6308.769093,3.519313593,,
memberNINVYQLgen8,378.25,3932.2296,20578692.41,6311.112499,3.481464785,,
childCW116XUgen0,356.52,3779.2782,23238998.61,6315.995963,3.37154999,,
childWFPLI2Mgen11,369.4395,3777.9831,24026080.02,6320.068908,3.412033853,,
childI8X406Fgen10,369.983,3757.0392,24398300.53,6325.123336,3.408258007,,
memberQY8S7V5gen16,360.99,3818.7081,24362202.17,6327.571309,3.396917998,,
child47TCKLDgen13,367.137,3798.4491,21817450.72,6328.696058,3.410777857,,
child5U2L1TKgen1,363.3985,3788.5815,24580228.91,6337.11099,3.396709825,,
memberPHMTJNIgen15,383.3525,4028.2695,20269688.43,6343.614872,3.525251329,,
child6HQV1RHgen2,359.737,3734.5788,24794399.97,6355.993115,3.371315149,,
member9YLUX43gen5,380.6625,3700.9782,24047854.95,6358.324061,3.428085371,,
member1A7D4E6gen13,363.155,3782.0898,23480597.38,6370.948333,3.395736546,,
childJCA3CRWgen0,349.736,3855.24,22748667.66,6373.74794,3.373622656,,
childYCWWTXSgen10,367.519,3732.471,24163159.86,6375.780096,3.396139887,,
member5AIBZ0Tgen0,359.4225,3844.6254,21053707.78,6394.83127,3.402176377,,
childZJP0PNUgen4,370.538,3801.4947,23608616.33,6397.31753,3.425485568,,
childL1PFAZEgen7,363.057,3737.7828,24738494.22,6400.28012,3.384685254,,
member05P0M9Agen0,377.033,3927.1797,22399730.02,6402.913809,3.480504427,,
childR5O7G4Sgen0,368.292,3852.9666,21881196.85,6410.667031,3.433093536,,
childISG3ANZgen4,378.908,3790.9485,22513577.39,6410.979581,3.449572418,,
child62ZOOJMgen11,368.104,3758.8284,23961274.54,6418.763341,3.407167607,,
childJ211GOCgen14,359.469,3732.5943,24559559.33,6423.130189,3.373036551,,
child7GNYZWOgen9,363.9865,3765.5523,23409659.41,6425.474365,3.396359393,,
childNJU7BQ6gen10,367.5265,3731.4738,24625784.4,6426.656243,3.398245305,,
childEOZ9X8Zgen0,368.599,3854.7486,22330872.85,6455.633168,3.436626809,,
childSAF5YBWgen0,362.256,3911.9769,23247857.28,6469.979639,3.432962437,,
member3JCMQUNgen10,374.2735,3937.977,20618151.07,6477.746703,3.478233533,,
memberJPXB3NXgen15,379.3895,3885.7554,23132441.4,6482.739761,3.480299559,,
memberC1569T6gen2,374.2735,3937.977,21463735.22,6496.097401,3.479082661,,
memberYN2ZLJQgen7,378.8695,3868.74,20240434.39,6497.425146,3.474696101,,
childSG6F2MYgen2,370.326,3766.3596,24242357.42,6507.007363,3.42029878,,
childV95J9RBgen3,372.1715,3804.507,24037088.58,6513.729941,3.436834431,,
childFSGMTSVgen2,366.838,3786.5952,24181415.28,6516.5321,3.415291414,,
childW9I0TM5gen9,365.604,3727.8603,24782638.19,6530.152458,3.395998636,,
child566T9E0gen10,374.116,3723.2451,23896406.83,6530.426025,3.4215325,,
childNGHBTQEgen1,359.471,3798.9288,24127450.24,6533.388315,3.396260626,,
child1AYTGU2gen1,345.22,3837.4218,23364789.98,6539.642299,3.362223978,,
memberAPHJJTBgen15,360.99,3818.7081,24932633.51,6544.026672,3.40693388,,
member71QW9QYgen0,368.173,3897.3555,22814425.86,6549.813765,3.451280324,,
childP5PPOOAgen6,365.237,3700.4661,24874103.09,6569.597434,3.389187809,,
childDWMZ6XWgen11,366.029,3736.0719,24990564.17,6573.256853,3.401572947,,
memberY9W3Z1Dgen2,370.5755,3835.4292,21393818.24,6574.92139,3.44308917,,
memberMHEC08Fgen11,378.25,3932.2296,24024270.53,6583.885671,3.49408662,,
child691EDXOgen8,364.36,3765.0582,24827983.95,6603.218479,3.405624235,,
memberNJZV0MQgen4,370.5755,3835.4292,23118135.68,6606.448187,3.444547986,,
childUVR52JDgen12,367.912,3739.3209,23810275.22,6618.129471,3.410461155,,
child1OLU8N8gen8,358.859,3802.5927,24253079.23,6624.132444,3.399534613,,
child9FCI1ZLgen0,363.656,3796.6626,23886349.88,6624.208812,3.413011617,,
memberRVW16BGgen16,379.3895,3885.7554,22773385.19,6625.397023,3.486900635,,
childUETTNX2gen0,357.674,3789.6759,23726656.72,6630.94686,3.392593958,,
memberZF8F32Ggen7,380.2145,3895.8975,23387428.37,6631.914974,3.492567761,,
member2DVRHK9gen10,379.3895,3885.7554,21904838.77,6632.570807,3.487232583,,
memberGTWNBWQgen16,384.5695,4000.7169,24637299.14,6634.982831,3.535038089,,
child3PWAIWNgen4,366.5185,3722.9229,24357706.59,6646.618639,3.402916716,,
memberNQPVWAHgen19,384.577,4023.9594,20607619.11,6648.749357,3.5420462,,
member2B0ILMSgen2,359.4225,3844.6254,22847086.34,6649.113108,3.413942576,,
child170RXW4gen2,370.4115,3719.9268,24403692,6668.200078,3.415345792,,
childSDNXUI1gen7,359.9775,3747.6297,24331944.89,6668.587126,3.390100467,,
memberUFK9RZ1gen5,370.5755,3835.4292,24469195.77,6671.048984,3.447537212,,
memberK39DGLAgen1,370.5755,3835.4292,24689415.6,6676.274876,3.447779026,,
member0Z825BGgen0,360.99,3818.7081,22249941.81,6679.701799,3.413211876,,
memberFUUBHB9gen15,375.8475,3858.7122,20977584.46,6685.894524,3.471170198,,
child4RSOVD3gen0,366.5395,3857.1678,24039761.26,6693.18383,3.44179962,,
memberCCUL5X5gen12,378.25,3932.2296,22955259.58,6704.385295,3.499662412,,
memberNLNDET8gen1,379.489,3930.5268,20291780.55,6706.504588,3.503193754,,
memberC25UGM1gen1,377.2625,3912.8427,24013056.38,6706.731565,3.491369428,,
childWGCX011gen13,367.449,3722.4054,24451289.09,6733.37162,3.40971731,,
member9FNI1V7gen17,370.813,3880.8342,23537305.55,6748.824415,3.464283375,,
child2H4DRWXgen5,373.7675,3855.6279,21529210.15,6752.931275,3.466885442,,
memberVAKNPZ9gen9,383.808,3885.3882,22530664.6,6770.205721,3.507403067,,
childXKEOITVgen0,364.937,3874.0797,21687952.37,6793.406796,3.446013785,,
childIEJCC4Rgen1,379.7825,3788.5356,23532364.52,6799.03348,3.469621065,,
childEI6XVGGgen3,378.294,3884.6844,20762138.2,6804.890975,3.491466928,,
childOOA09X5gen8,370.5615,3711.6324,24923520.18,6816.399811,3.420410089,,
child9783XFHgen11,368.579,3774.1338,23655759.94,6836.513396,3.432172251,,
member5GBUR5Ugen8,363.155,3782.0898,23115172.37,6837.512367,3.417325525,,
memberINH46DRgen11,375.8295,3889.1025,23295081.73,6850.685324,3.487038371,,
childS4S9PU6gen2,377.218,3928.8429,20586534.79,6854.883864,3.5024544,,
memberIXVU21Lgen7,383.3525,4028.2695,24271856.08,6871.140614,3.549661145,,
memberW9G9OSMgen11,384.577,4023.9594,24922357.24,6889.207438,3.553172742,,
memberEQEHV9Sgen16,370.813,3880.8342,20846507.18,6892.803443,3.470945612,,
memberR90ATO0gen8,359.4225,3844.6254,24271208.43,6902.510639,3.425667856,,
memberH8JP78Sgen15,369.9485,3831.5385,24495008.97,6917.721526,3.455916012,,
memberJXBZ9WRgen12,378.054,3875.427,22399499.05,6942.881479,3.494568755,,
child218TQK8gen6,369.071,3766.0662,24772131.03,6958.123885,3.437144189,,
member5A9MFOPgen1,378.054,3875.427,21650569.1,6961.282708,3.495420222,,
child52NKIFVgen9,374.136,3795.5772,22700104.13,6968.314449,3.461611348,,
member946BFGYgen17,375.8475,3858.7122,23146250.42,6971.245605,3.484374041,,
childJ4BFRMEgen2,367.034,3696.6834,24872366.53,6974.053012,3.412523803,,
childMU0378Ugen3,377.6,3904.3395,20847387.54,6978.788142,3.502697778,,
memberLPAU11Mgen13,374.2735,3937.977,22310724.84,6979.590833,3.501455002,,
memberFFRINMTgen16,382.957,4016.988,21254228.51,6979.770611,3.550362359,,
child7TNAN03gen8,374.026,3863.2869,21826682.65,6990.272847,3.48077277,,
childDMXMLX0gen0,364.571,3857.0616,20980505.56,6991.440425,3.449378065,,
child6BTCG7Jgen9,361.9795,3725.2593,24696917.59,6994.080089,3.405351396,,
memberUH37H8Igen10,377.2625,3912.8427,21892019.09,6998.87028,3.504887351,,
child3LOQOPMgen9,365.592,3727.944,24710245.4,6999.74513,3.417712859,,
childWG1C0OAgen8,361.642,3759.5007,24829337.44,7016.745349,3.414689575,,
memberHWYTW8Lgen14,375.8295,3889.1025,24484601.53,7018.562161,3.494806414,,
childOTBFN6Qgen0,365.3485,3894.3342,22035919.35,7020.775441,3.463360851,,
member241ALFDgen8,380.2145,3895.8975,20399300.33,7032.490395,3.511103297,,
childIH4U51Sgen4,369.4045,3787.8057,23951828.14,7042.831585,3.448050146,,
childW8P19JVgen7,360.247,3756.3903,24789803.95,7059.196671,3.411415308,,
member16QVATCgen14,379.489,3930.5268,23214379.44,7059.300018,3.519518401,,
childDTI46SLgen11,369.501,3719.2689,24168274.34,7066.531727,3.430733093,,
childMFCMCO5gen0,356.596,3842.7957,22631982.77,7069.442539,3.423999366,,
childJDDF6N2gen1,379.9165,3822.4125,23007991.44,7076.907472,3.492152284,,
childQSI0B3Pgen11,367.2385,3723.5934,24734241.61,7085.41513,3.425669302,,
memberISE2FFFgen6,375.8475,3858.7122,20957564.31,7089.595758,3.489850372,,
child5E4JG6Jgen8,357.7145,3793.383,24401624.21,7105.518278,3.415693289,,
childD8DWUXBgen11,370.274,3767.3307,23596012.36,7111.342129,3.448364321,,
member7XJPKGNgen12,383.808,3885.3882,24813755.15,7116.557681,3.52342956,,
memberSTS8NA9gen5,382.957,4016.988,23482321.84,7126.339674,3.557144443,,
memberR3NGG9Ugen12,377.2625,3912.8427,23487350.86,7127.702863,3.510848728,,
memberCQHQ6BHgen1,378.25,3932.2296,23244528.48,7129.265398,3.519322581,,
childRGEI7SAgen5,365.006,3734.1063,24687748.68,7132.088067,3.423675833,,
childS39PAZRgen9,364.1885,3741.7266,24459036.85,7148.509063,3.423944636,,
member7525KPWgen12,374.2735,3937.977,23366919.02,7151.579674,3.509413317,,
memberGACJ15Mgen11,379.489,3930.5268,23731624.6,7153.27482,3.523866829,,
memberYZXTTMAgen0,369.9485,3831.5385,23983579.51,7153.802878,3.466840033,,
childJYPAS3Ugen0,380.8915,3811.8546,21160164.49,7156.473417,3.496018307,,
child0VE9PCLgen6,372.806,3774.9258,24243288.46,7156.838435,3.460510276,,
member09D3P8Hgen18,380.2145,3895.8975,22860214.14,7159.087346,3.516961225,,
memberE2VKQ63gen16,380.2145,3895.8975,22286162.44,7161.979114,3.517095034,,
childPQMIVPKgen5,362.55,3789.468,22046946.24,7164.962864,3.43258885,,
member5K8WON7gen3,383.808,3885.3882,23940636.34,7170.958767,3.525946822,,
memberCFP54J6gen16,368.173,3897.3555,24567705.14,7171.021856,3.480025035,,
memberPXXFR4Ugen8,384.577,4023.9594,24336365.63,7173.656355,3.56633484,,
memberT0W6LWYgen15,359.4225,3844.6254,24601917.02,7174.829284,3.438268659,,
member2Y742THgen3,374.2735,3937.977,24742113.61,7189.537346,3.511169705,,
childFGWZWJ4gen0,349.1255,3829.6008,23589144.8,7199.567647,3.402912333,,
child2VSMMEVgen12,369.17,3723.7518,24400806.29,7201.324154,3.437153083,,
childTLDR4OEgen6,358.9375,3855.5955,22156920.66,7221.158085,3.441882349,,
member08QFWHCgen3,378.25,3932.2296,22661120.51,7228.037567,3.523892993,,
childNPINVSBgen0,370.9185,3928.3866,20419752.95,7237.584516,3.50021787,,
memberHA97CGXgen4,378.054,3875.427,20695302.9,7245.48079,3.508570713,,
child54UVPJVgen0,359.787,3828.4803,24092447.56,7245.837375,3.438291993,,
memberLFP0PGLgen0,378.8695,3868.74,21431654.35,7255.369035,3.509767889,,
childHL7KDXLgen5,369.3965,3725.1261,24238682.17,7259.451642,3.440930739,,
child0T3JAC7gen13,359.7325,3703.392,24799590.76,7261.717129,3.404693815,,
child07GO4FRgen0,346.1085,3814.8444,24460747.74,7268.520674,3.392580491,,
memberRWM4F0Pgen15,378.8695,3868.74,23961034.99,7275.625203,3.510705188,,
memberG6EXO6Igen17,383.808,3885.3882,22694953.61,7278.584633,3.530926916,,
childI4NXQI5gen3,367.9415,3747.9546,24464539.9,7279.514106,3.443515598,,
child910OTZ7gen2,363.153,3743.9937,24948884.06,7281.484368,3.427458818,,
member79568EMgen2,384.5695,4000.7169,20345062.86,7286.456704,3.565183267,,
memberUJHBNLOgen7,379.3895,3885.7554,23732448.51,7291.975925,3.517744757,,
childWTPCLNMgen0,373.23,3915.6939,20446428.56,7304.781981,3.507133641,,
memberFE3764Rgen3,363.155,3782.0898,20773426.61,7313.896167,3.439368887,,
memberNCY522Zgen10,359.4225,3844.6254,21864273.77,7325.720381,3.445250733,,
child4RFHDN7gen9,374.6765,3846.1743,20710939.82,7330.455177,3.493887037,,
childLWPY6UMgen7,366.755,3792.8763,23140975.5,7331.722699,3.454466354,,
memberGOWLQXTgen3,384.55,3830.8824,24426459.54,7340.80217,3.521254962,,
memberA65VTGSgen9,379.3895,3885.7554,21963165.47,7358.089489,3.520803982,,
memberAYZ930Ggen10,360.99,3818.7081,24980426.96,7361.540618,3.444762109,,
memberPLRMT5Pgen8,378.054,3875.427,22447582.36,7382.851424,3.514927165,,
memberKJNEYVZgen9,379.489,3930.5268,21834663.88,7395.909035,3.535094065,,
memberT8SFZ4Xgen7,383.808,3885.3882,24095017.94,7420.369034,3.537487602,,
memberJYVAV4Xgen12,384.577,4023.9594,24660114.95,7437.210044,3.578530069,,
childT9XDZZGgen5,366.919,3765.1275,24797192.06,7438.47371,3.452343794,,
childNTHM7Y8gen1,352.3645,3773.7054,24739313.18,7452.04998,3.409521267,,
memberMN2A7LZgen18,368.173,3897.3555,23125159.64,7463.526759,3.493559902,,
childWNU1S2Xgen5,374.1845,3890.124,21028266.55,7466.064828,3.510616628,,
child7CKT9AHgen0,362.6425,3786.2082,24101192.84,7471.199791,3.446159917,,
memberRNR2S3Egen15,384.55,3830.8824,23482453.46,7474.637044,3.527447806,,
child4S5EIUBgen12,370.1895,3734.7138,24386987.37,7486.525149,3.456551383,,
childXY9VXMIgen0,358.214,3753.5895,24673025.66,7490.797447,3.42422506,,
member02F8UAGgen2,360.99,3818.7081,21166094.94,7495.356518,3.450954075,,
memberC99ACZ0gen14,383.3525,4028.2695,23584243.45,7500.840471,3.578798789,,
member0YX3D1Jgen8,384.55,3830.8824,21073095.46,7503.393526,3.528778434,,
childY22LTRNgen10,362.4685,3736.3212,24910771.36,7513.274958,3.433935276,,
child7APTYO3gen1,359.114,3785.346,24006692.32,7521.989579,3.437172763,,
memberS3593AZgen12,368.173,3897.3555,23813174.1,7522.925946,3.496308437,,
childGOZRHQCgen0,362.879,3837.1212,22199962.91,7523.347941,3.463221331,,
memberVC1TPSXgen2,379.3895,3885.7554,23133922.55,7535.789908,3.529026585,,
member0PIMKOKgen9,382.957,4016.988,22425105.05,7539.277537,3.576252017,,
memberBD7F6KGgen4,380.6625,3700.9782,21507259.24,7549.772884,3.483216418,,
childR8H49VZgen2,364.9765,3694.8888,24938024.25,7553.966087,3.432394009,,
memberQFE5ZPTgen18,374.2735,3937.977,24747981.28,7554.696324,3.528066441,,
member3PY0B4Mgen18,383.3525,4028.2695,24236333.83,7571.711007,3.58207813,,
child6L1YUAKgen7,368.674,3742.1613,24226543.91,7576.194354,3.457966214,,
member5LPMBIMgen9,370.813,3880.8342,22651989.78,7576.624429,3.502587564,,
memberGT4KTGOgen17,383.3525,4028.2695,23746937.62,7586.338746,3.582754989,,
memberNVSYJP0gen19,377.2625,3912.8427,24343069.26,7588.668082,3.532178637,,
member7JQS19Ygen4,360.99,3818.7081,21606752.78,7594.486547,3.455541047,,
childNJOVP9Bgen7,373.5735,3828.0114,22566366.47,7597.347884,3.49780609,,
childU0BVINTgen5,378.1725,3828.2517,21437579.25,7602.397833,3.512575388,,
childLNXJKNGgen1,361.345,3834.7875,24743682.72,7607.975333,3.461673422,,
memberY1PJWVQgen16,384.577,4023.9594,22214758.62,7609.486706,3.586501702,,
childEZ6YG7Ugen4,369.3585,3826.1385,23752231.24,7611.940593,3.484708034,,
childGADMQQKgen8,369.559,3768.7509,24523908.83,7628.227035,3.470419986,,
memberN6HZ8CGgen4,384.55,3830.8824,24059452.94,7651.627216,3.535637544,,
child1BOFT2Zgen14,362.7655,3740.1651,23929855.98,7680.76858,3.443669814,,
childOF260A1gen0,356.205,3728.8674,24728092.77,7685.953206,3.42018279,,
childRP2573Agen2,356.3045,3919.9923,22927489.2,7687.567183,3.47276656,,
memberR7VNZXKgen19,377.033,3927.1797,21906365.44,7695.350957,3.540308433,,
member31ZECD2gen18,377.033,3927.1797,21964563.07,7714.735782,3.541205413,,
childPXG2AOPgen3,383.617,3883.0887,20805944.31,7728.618596,3.550522069,,
childR9D1OXXgen0,363.4335,3774.933,24494561.51,7754.50866,3.458678768,,
child4B5SJK2gen10,368.298,3745.9053,24489231.09,7768.70985,3.466713804,,
childUIZWSG6gen4,368.326,3697.2441,24652691.93,7796.453371,3.45479633,,
memberW61OSHTgen19,379.489,3930.5268,22265189.29,7802.985392,3.553930414,,
memberFJ5I02Ugen13,384.55,3830.8824,21268009.35,7803.452539,3.542662847,,
childM34NLZEgen6,367.695,3711.9141,24794207.84,7805.638658,3.457242379,,
memberFYLGGLOgen19,368.173,3897.3555,22251582.22,7813.232414,3.509741578,,
memberHK6YENYgen14,370.5755,3835.4292,23644592.61,7821.720085,3.500781381,,
child46UDW1Ggen0,346.2935,3787.5717,24719313.9,7827.030481,3.411557934,,
memberIHXFXP7gen4,377.2625,3912.8427,20152639.94,7838.223352,3.543726127,,
childUVHRS9Kgen1,376.0815,3838.1544,22185406.03,7838.276642,3.519615466,,
memberGZAK9P7gen8,383.3525,4028.2695,23187892.81,7847.963486,3.59486096,,
memberFZ70TYNgen2,378.054,3875.427,23081837.36,7848.13537,3.536456911,,
member81YHOXLgen1,370.813,3880.8342,20031301.89,7858.618754,3.515636083,,
childYQT952Bgen3,366.272,3744.567,24873180.94,7859.589204,3.464179033,,
child43MIESOgen0,376.5355,3907.5525,23872374.59,7875.670953,3.541726777,,
childZFUQIX4gen1,365.639,3711.6387,24948647.43,7875.86089,3.453947643,,
memberB0ZQMR6gen8,377.2625,3912.8427,23565864.25,7885.282338,3.545903653,,
child3Y3JF1Ugen12,368.0645,3771.0855,23566818.83,7889.293243,3.478435491,,
childKWRVWOOgen8,362.864,3783.9789,23222128.35,7894.074259,3.465815374,,
memberZP8ULK9gen9,368.173,3897.3555,21295362.71,7909.505652,3.514196359,,
member6ENUHBYgen10,379.489,3930.5268,20242246.86,7912.784718,3.559011079,,
member0ELX8T6gen10,370.5755,3835.4292,23358105.89,7913.611823,3.50503342,,
member7G6NRCHgen19,375.8475,3858.7122,23213085.36,7935.247204,3.528980587,,
memberWQCDNJJgen3,359.4225,3844.6254,23246933.12,7939.533675,3.47365327,,
memberNOOK2WHgen6,370.813,3880.8342,23396458.59,7941.903564,3.51948986,,
memberCKP9GWAgen3,370.813,3880.8342,24437952.1,7944.073959,3.51959029,,
childJPUXFXMgen0,360.7895,3720.9672,24995124.64,7948.647136,3.444605076,,
childDTXTT2Dgen4,372.3565,3859.7292,20441703.4,7958.982651,3.519372763,,
childPPXIG5Lgen0,368.5435,3793.5963,22803961.18,7960.304604,3.489376121,,
memberS8PEW1Fgen2,377.2625,3912.8427,23005225.49,7968.052062,3.549733596,,
memberOB7DEL0gen6,379.489,3930.5268,24519684.68,7986.487228,3.562421461,,
memberQ49WGGJgen4,378.25,3932.2296,24040308.99,7991.946985,3.559240819,,
child0GWWN89gen4,357.4435,3788.6958,23210927.74,8014.20947,3.45560777,,
childUXAFUW3gen8,374.031,3736.6821,24019561.58,8037.445512,3.494667912,,
memberU2TFRBYgen13,383.3525,4028.2695,24598391.75,8039.924719,3.603743443,,
memberS81Y6TLgen14,370.813,3880.8342,23833972.87,8042.313306,3.524136047,,
childUD5CMITgen11,366.305,3737.7189,24593572.3,8058.869005,3.471633782,,
member07CGNV7gen5,368.173,3897.3555,21528414.74,8061.981628,3.521251769,,
memberLBQUNHWgen12,370.813,3880.8342,21394298.22,8077.639243,3.525770659,,
childIXUOCJUgen7,371.2215,3742.8345,23484302.14,8096.183798,3.49022645,,
memberPRCCVP1gen10,380.2145,3895.8975,21328686.65,8099.886249,3.56049413,,
child1FFCV2Lgen13,370.5885,3750.4215,24303506.75,8109.017948,3.490900687,,
member6892KFPgen9,380.2145,3895.8975,21078228.51,8110.820553,3.561000085,,
childK583JRAgen8,363.235,3751.2351,23636494.7,8111.14232,3.468084597,,
child2YNKMYNgen14,371.766,3808.0683,21596451.48,8118.108788,3.510769437,,
child9DU3J3Ngen2,376.655,3919.3965,21290591.32,8136.57918,3.557410167,,
memberPSXQ0TSgen18,382.957,4016.988,23614968.99,8137.970592,3.603954906,,
memberMQP7G4Igen15,378.25,3932.2296,22933051.1,8142.217484,3.566194177,,
childYJP2JJLgen12,364.089,3732.7572,24676387.26,8147.637219,3.467413973,,
child2B2FIS3gen7,370.47,3776.0832,23452471.81,8149.435358,3.499406237,,
memberSO5QG95gen19,380.6625,3700.9782,20900157.1,8150.864034,3.511030272,,
childU92SB8Ugen13,368.8895,3719.6064,23684033.04,8157.447859,3.479380449,,
memberIBM3KCIgen5,375.8475,3858.7122,24217979.4,8172.606834,3.539963757,,
childOKRHWUCgen2,374.7765,3876.1353,24200717.58,8174.122784,3.54142241,,
memberG1ND2BTgen13,384.5695,4000.7169,22491965.53,8174.281199,3.606264925,,
member3ZJY7VQgen10,383.808,3885.3882,20405006.32,8185.300285,3.572882711,,
child01AY48Hgen6,379.3945,3768.5916,24334797.79,8201.369664,3.527842883,,
memberYXJGBL2gen7,370.5755,3835.4292,22313912.42,8209.635687,3.518731118,,
memberUWY86NOgen3,377.033,3927.1797,22186755.81,8210.588584,3.56414965,,
memberU75S4KXgen1,378.8695,3868.74,23133992.91,8212.652441,3.554063569,,
memberVEMIFMGgen13,380.2145,3895.8975,22250493.71,8223.727541,3.566224548,,
memberXERGK7Zgen15,384.5695,4000.7169,24121605.49,8226.843477,3.608697101,,
member5Z2K61Ogen8,378.8695,3868.74,21347261.57,8232.202752,3.554968206,,
member83G0O39gen3,380.2145,3895.8975,23160506.27,8232.343106,3.56662321,,
child7N9308Mgen10,369.0565,3730.0725,24784321.04,8235.410995,3.486371701,,
member0YEIF2Ogen15,363.155,3782.0898,21694287.37,8242.725501,3.482347932,,
memberBRM6QTUgen1,363.155,3782.0898,22137601.14,8250.115677,3.482689893,,
childZJON128gen8,352.0205,3810.906,22752212.68,8269.423636,3.456420113,,
childZ0EA2ZFgen12,369.64,3748.1247,24260083.78,8272.362776,3.49484747,,
childL1HMTKJgen8,364.554,3712.8807,24514153.85,8280.198989,3.469582701,,
child5WG6AVQgen12,366.2935,3699.7569,24817858,8292.013708,3.472018349,,
childHKKLXQRgen6,363.253,3718.2618,24951954.5,8296.486687,3.46771256,,
childW5CA3LSgen3,377.2955,3773.6145,24271741.39,8318.932557,3.528050375,,
member0670B2Cgen17,384.5695,4000.7169,22836852.31,8330.418238,3.613489741,,
child534ZF3Pgen10,366.958,3752.2125,23908472.6,8348.619884,3.49105396,,
childDWM55I9gen1,368.1695,3796.7706,24653990.95,8358.826175,3.507506789,,
memberJ7ZGG5Ugen16,369.9485,3831.5385,23762259.79,8367.459456,3.522998683,,
member266ITQBgen11,369.9485,3831.5385,22526088.67,8383.13918,3.52372422,,
child29UQYQVgen9,371.0925,3825.8604,21081007.17,8383.8422,3.525805475,,
memberOFWIDNTgen0,370.813,3880.8342,24282655.55,8385.111527,3.539998101,,
member1TEF2OXgen3,379.3895,3885.7554,22322132.31,8391.193316,3.568608046,,
childMI6M9E1gen5,382.8575,3863.1852,23716818.64,8393.441254,3.573459656,,
memberRPCJBKNgen4,382.957,4016.988,21786668.93,8407.409239,3.616422445,,
child3RBCGV1gen2,376.1415,3756.3129,24374573.86,8418.292872,3.524292081,,
childW7PY8JNgen4,366.498,3754.5075,23697690.34,8439.869029,3.494455714,,
memberVU0ZYW0gen15,383.808,3885.3882,20077064.12,8446.140461,3.584952379,,
memberS4OCHWBgen11,363.155,3782.0898,24487240.8,8449.468508,3.491914402,,
member2ETW1WMgen16,370.5755,3835.4292,24798855.6,8466.459931,3.530614959,,
childWCPHOVAgen0,362.4975,3789.8622,24565655,8478.203136,3.493297937,,
childC4D6XNTgen1,366.965,3794.0364,24009768.22,8479.225646,3.508541478,,
childB22AMGIgen5,366.7865,3792.2427,23274340.34,8488.812657,3.507933612,,
member2FF6GSRgen14,377.033,3927.1797,20960870.14,8491.206733,3.57713449,,
childZMODWYJgen0,356.209,3783.3426,24205539.6,8506.400471,3.473036461,,
member9P1BS03gen5,380.2145,3895.8975,20426765.21,8506.966005,3.579330636,,
memberR1JLE1Ugen1,384.5695,4000.7169,22295153.46,8509.535862,3.621777921,,
memberLX64BSUgen12,383.3525,4028.2695,22766939.93,8510.540468,3.625519904,,
member8LLVI4Fgen3,380.6625,3700.9782,21239333.32,8514.78003,3.527869493,,
memberXLT2U5Pgen16,383.808,3885.3882,23597409.89,8535.68085,3.589095616,,
memberR2ANZTNgen9,378.8695,3868.74,22122063.62,8542.754414,3.569338138,,
child5RGATVPgen7,363.763,3747.3165,24977810.64,8548.885464,3.488931067,,
