Population_Members,Peak_Flow (CFS),Total_Runoff_Volume (1000*CF),Total_Costs $,Social_Context_Score,MultiObjectiveRating,,
child5K6INIMgen7,344.594,3791.6406,24463901.79,1936.80994,3.134768049,,
childF9ED0O4gen5,342.791,3825.9936,24793112.17,1936.974817,3.138484606,,
childYHU984Tgen3,346.262,3793.221,24960813.74,1937.219099,3.140466676,,
childS5D3BO2gen3,351.6395,3836.7675,24497461.07,1937.618922,3.169297107,,
childIBPXZGRgen13,338.7185,3802.9284,24942136.11,1937.790108,3.119409793,,
childULV6XG7gen8,339.1225,3755.1645,24982556.93,1937.809831,3.10763755,,
child84VPRFSgen8,340.982,3818.1294,24877394.23,1937.902427,3.130688101,,
child7PNGSVUgen7,341.5545,3743.7957,24588820.31,1937.909126,3.112189226,,
childA9FKPLVgen13,338.3415,3776.7996,24710859.87,1938.002608,3.111097707,,
child7IRXELAgen5,343.8875,3814.6797,24830625.69,1938.254362,3.138903955,,
child6R3XVXMgen3,351.867,3839.6781,24595193.1,1938.289282,3.170838799,,
childEBSITLSgen13,337.2035,3758.6052,24975134.85,1938.356148,3.102564663,,
childAYJ7OXPgen12,337.4685,3777.3351,24802414.77,1938.58265,3.10852404,,
child9OU5X8Ogen9,338.3365,3782.3067,24782374.12,1938.741888,3.112620167,,
childM6GR0E4gen4,352.164,3831.0732,24362481.53,1938.817229,3.169447701,,
childXVPEYBBgen10,338.7785,3766.4181,24869879.49,1938.990234,3.109683178,,
childEHW5U0Ngen10,340.459,3766.0914,24575962.38,1939.019481,3.114882728,,
childKJ9397Ugen9,338.4775,3787.8975,24800379.53,1939.109855,3.11460767,,
childCRUQ0TJgen3,350.41,3821.3712,24613775.71,1939.22836,3.161298444,,
childRQTW7DQgen7,343.7615,3778.119,24273735.99,1939.749531,3.12859201,,
childRA24CT2gen11,338.952,3789.0495,24867747.34,1939.795173,3.116446927,,
child9I9H36Ugen12,338.331,3765.375,24813887.88,1940.423749,3.108056655,,
childN8FT1XFgen10,338.6805,3764.4867,24856284.64,1940.517002,3.108918021,,
childF9R8D01gen9,340.291,3802.7205,24810269.52,1940.534123,3.124427601,,
childYE6T8Q3gen4,343.3645,3794.184,24947421.47,1940.610272,3.131770079,,
childL0UUHMUgen9,339.8145,3799.3896,24798731.48,1940.679609,3.122025439,,
child1JDF3ITgen3,352.2335,3832.407,24781181.96,1940.822283,3.170123409,,
childCXD5SIMgen4,342.604,3796.6437,24966549.41,1941.269933,3.130079556,,
childMUHH0IMgen8,338.86,3770.9748,24929020.2,1941.433181,3.111297076,,
child8UJ5Z9Egen4,350.2385,3812.0445,24893129.16,1941.533637,3.158318405,,
childC38YVDEgen4,351.907,3843.1017,24400056.9,1942.090919,3.172075545,,
childY6OMLX5gen3,351.1415,3810.1635,24843169.21,1942.132388,3.160673553,,
child3L0S0JHgen3,350.68,3842.3439,24688254.09,1942.266906,3.16801618,,
child2SPBL1Ngen6,340.9735,3773.5542,24901581.19,1942.999132,3.118723749,,
childYOWJBU9gen12,340.334,3766.0815,24854312.14,1943.143747,3.114677571,,
childJKM50D6gen3,349.064,3823.8084,24895427.02,1943.261002,3.157915672,,
childIT41HLVgen10,339.0225,3801.0906,24780726.95,1943.587857,3.120132653,,
childG9483LQgen5,342.7495,3777.0723,24465636.3,1943.617609,3.12530105,,
childBAHKNSSgen6,342.732,3816.6066,24950084.21,1943.65051,3.136044291,,
childFMJKPQHgen5,342.0265,3799.7919,24763668.94,1943.881471,3.129243159,,
childKOFCNIPgen4,343.821,3794.508,24998951.78,1943.950585,3.133449429,,
child1UUOFXCgen6,343.6085,3801.7179,24582735.61,1944.049764,3.134754439,,
childSGCLJULgen6,341.272,3810.2814,24956683.18,1944.102701,3.129744158,,
childI1XHF62gen4,343.4785,3783.6351,24931909.48,1944.832059,3.129443218,,
childU5DT2GNgen11,337.8665,3815.0109,24877359.23,1945.104979,3.12036731,,
childSWRCZNJgen4,347.7185,3844.8855,24459065.85,1945.142206,3.15952546,,
childRJAO4RRgen12,340.173,3797.8524,24971214.26,1945.327475,3.12294866,,
child1MO41M6gen5,342.1365,3814.6059,24942165.55,1945.344692,3.133702652,,
childHBS0722gen10,339.333,3796.3422,24774333.68,1945.345423,3.119894134,,
childYOE1XYGgen12,338.5325,3764.5929,24667074.69,1945.744919,3.108723274,,
child94X7E36gen12,337.484,3775.7997,24851951.1,1945.749698,3.108485128,,
childZ8GLUVBgen12,338.379,3790.089,24986958.63,1945.980866,3.115214189,,
child3XLU6ROgen8,341.016,3797.6148,24730109.45,1946.193387,3.1255762,,
childBRNLXD7gen8,340.8305,3798.6921,24967682.98,1946.372208,3.125295039,,
childL5PKL6Sgen12,338.1945,3753.8172,24935363.67,1946.752069,3.104763582,,
childORKA3DZgen6,341.184,3792.9834,24792631.82,1946.981731,3.124876432,,
childHHFPZ9Mgen5,344.3515,3792.582,24275622.1,1947.669337,3.134764647,,
child5K4C21Ugen6,343.986,3789.936,24939707.61,1948.013869,3.132907983,,
childTJZXD9Agen12,338.2405,3740.0427,24746321.51,1948.419257,3.101223655,,
childBJ5FHJAgen9,340.6915,3791.9304,24733663.35,1948.440949,3.12310681,,
childH05OGLYgen13,338.194,3789.5454,24740406.84,1948.854962,3.114616652,,
childQIXLEBKgen10,341.4675,3804.4368,24653246.33,1949.443892,3.129010261,,
child4855RKDgen4,344.295,3796.4043,24793216,1949.448977,3.135713093,,
childJ7Y4F7Ogen8,352.918,3800.8881,24731061.4,1949.635811,3.164077116,,
childNT3M1VSgen6,343.1755,3769.4259,24673147.86,1949.812886,3.124839834,,
child2XOK8ZIgen15,339.138,3789.4671,24737913.6,1949.888311,3.117613225,,
child47SXD88gen9,339.4365,3811.2543,24882937.94,1950.051373,3.124510015,,
childNDV4QK4gen11,338.1135,3742.3728,24987868.1,1950.281076,3.101546569,,
childBL4PIJ7gen5,341.5825,3790.8063,24668461.13,1950.406283,3.125694145,,
childP0THDRHgen3,351.891,3823.4475,24575729.02,1951.147445,3.167076726,,
child73H5MNVgen13,340.3085,3799.8027,24601728.15,1952.228618,3.124226945,,
child044W8U8gen8,339.1775,3798.9936,24980055.73,1952.530901,3.120461462,,
child3UHTGJEgen5,343.848,3851.5221,24621473.36,1952.677466,3.149508689,,
childBP8Q8YWgen10,339.5165,3791.2446,24747003.5,1952.903764,3.119429078,,
childXYQ76PDgen6,340.068,3788.6067,24895043.43,1953.261382,3.120460422,,
childQ3MBZKBgen7,343.4705,3794.9238,24591601.21,1953.297636,3.132892702,,
childQBZO32Zgen3,351.272,3816.9675,24513211.96,1953.641989,3.163474891,,
childIGC7O5Ggen4,347.5145,3783.4272,24790656.23,1953.860788,3.142502833,,
childHNM10OWgen6,341.625,3788.1792,24639915.75,1953.924196,3.125273188,,
childDOVWQ76gen3,350.4655,3814.7589,24952766.97,1954.151185,3.160357766,,
child2FG4VMTgen2,350.717,3819.1446,24860250.3,1954.66014,3.16237035,,
child99M2KA6gen5,344.652,3796.8525,24375534.27,1954.753737,3.137204202,,
childZFGJNNKgen4,350.198,3855.8007,24315587.98,1955.463971,3.170785343,,
childBNA20V2gen6,340.742,3803.589,24852223.11,1955.757801,3.12678822,,
childCNLCSPSgen9,343.2375,3796.4556,24964902.46,1955.760312,3.132691893,,
childRG80Q14gen11,339.4585,3807.7299,24933452.92,1955.874767,3.123886185,,
child1OONOSNgen5,342.8425,3788.5203,24910211.08,1956.663578,3.129323763,,
childQX5SXWFgen6,344.454,3806.5662,24791052.87,1957.925363,3.139380788,,
childO7FYZX4gen10,339.2655,3735.7551,24915065.06,1957.96858,3.103719579,,
childRSOIB9Ygen8,339.287,3798.5526,24955325.24,1958.475961,3.12096064,,
childEYBJ281gen6,343.889,3824.7777,23929781.74,1958.525731,3.142604431,,
childZNIMR9Ygen11,338.9195,3768.7104,24986574.95,1958.621203,3.111661206,,
child0OQRQLRgen13,338.438,3790.3851,24677733.4,1959.121952,3.116088756,,
child0YKA2HCgen7,342.7705,3793.4937,24890268.67,1959.56309,3.130589625,,
childHOXHP5Hgen3,348.486,3834.7182,24907852.75,1959.634675,3.159834193,,
childNMNUTAOgen9,340.874,3784.4325,24429649.86,1959.857371,3.122161611,,
childTGI5ZJ0gen5,344.4115,3802.2264,24763590.08,1959.893992,3.138152966,,
childIM0EJM8gen5,343.1425,3795.8328,24735174.78,1959.894868,3.13241422,,
childIQ15NOVgen8,342.07,3770.973,24385237.13,1960.347731,3.122271542,,
childO53OO9Wgen10,338.69,3769.4862,24969524.57,1960.382022,3.111232469,,
child0JWERV1gen11,337.412,3760.3008,24963607.64,1960.446102,3.104705893,,
childTZSM715gen4,345.3545,3814.5132,24649183.89,1960.666333,3.144511212,,
childGJL36ICgen10,339.541,3795.7176,24797040.69,1960.667522,3.121086982,,
childD0O7PE1gen3,349.544,3831.2262,24776508,1960.946632,3.162270062,,
childRFLAB2Egen12,336.516,3778.1865,24997539.52,1961.047028,3.106799149,,
childYU1HCDFgen8,344.0005,3796.6833,24477374.66,1961.457044,3.135418333,,
childTE6SVAJgen8,340.54,3787.398,24653291.19,1961.785732,3.122009839,,
child9L4VAAOgen4,342.669,3793.203,24976787.07,1961.877596,3.130297979,,
child2CEIIFDgen3,348.9315,3822.8796,24980348.42,1962.212284,3.158122047,,
childX5S2GHKgen13,339.7695,3797.7687,24721866.38,1962.419108,3.122447123,,
child8XZD7I4gen3,346.564,3819.2643,24732680.96,1962.517449,3.149699882,,
childCP8FMXYgen9,337.971,3767.7726,24832448.31,1962.773631,3.108612936,,
childAK0D91Lgen6,341.7145,3783.6612,24996764.06,1962.957254,3.124738903,,
childDI65IZNgen9,338.762,3757.5108,24759684.56,1962.957287,3.108307698,,
child1TIHXYIgen7,340.887,3817.5408,24550267.54,1962.997992,3.131389682,,
child35VB1GRgen14,340.325,3830.8221,24139155.98,1963.152951,3.133255722,,
childG09TETQgen9,341.278,3771.801,24876686.58,1963.229676,3.120139124,,
childJ0HB0DUgen4,343.1955,3790.4832,24763001.11,1963.338572,3.131279353,,
child0BIZBZQgen14,338.051,3757.3821,24899650.32,1963.648948,3.10606751,,
childYXX4JRCgen8,341.6555,3756.789,24603149.96,1963.748046,3.117251089,,
child9VCC8QKgen9,339.1635,3795.2154,24994480.75,1964.499851,3.119939421,,
childKB8OVT8gen10,337.4865,3754.1394,24897206.23,1965.227254,3.103478857,,
childXWTXJYQgen10,340.975,3767.0715,24460000.14,1965.312173,3.117990524,,
childF2CWJR0gen7,343.791,3783.6198,24741326.9,1965.349626,3.131371665,,
child6ORT790gen6,339.1475,3808.6731,24875637.8,1965.743578,3.123621914,,
childBI8YCS9gen12,341.6245,3773.9718,24423746.31,1965.817959,3.121941939,,
child3ZQVXVYgen5,342.683,3785.7204,24965665.42,1965.865873,3.128483084,,
childEKRRVQ9gen10,337.2105,3785.1138,24977920.56,1965.871946,3.111099379,,
childCZZ0YSXgen6,347.653,3794.8977,24833723.38,1966.211554,3.146642682,,
childN9H0KCWgen6,342.501,3803.4729,24259588.01,1966.620884,3.132793578,,
childJ0H7J74gen10,338.352,3762.8145,24957221.4,1966.799371,3.108643918,,
childV3DTHY2gen7,342.2705,3795.0903,24573455.34,1967.311517,3.129811024,,
childOUL5BV9gen3,347.288,3846.1383,24359024.21,1967.478526,3.159546654,,
child7F9EV68gen12,337.3725,3751.281,24883062.33,1967.680926,3.102453085,,
childHR5HN82gen7,343.3535,3782.7747,24719689.71,1968.046354,3.12988913,,
childWLBNEZHgen7,341.107,3805.0668,24822116.6,1968.070754,3.128909966,,
child65EMH2Ugen9,340.3915,3794.2533,24710353.28,1968.517826,3.123726293,,
child937MOSCgen7,343.8275,3819.7467,24533099.44,1968.736599,3.141509451,,
child51OLA1Ugen7,339.6295,3784.7088,24988619.95,1968.810297,3.118735725,,
childW4P0460gen14,339.795,3795.7986,24614117.73,1968.942215,3.122291161,,
childHP4DIX0gen5,344.3325,3757.3029,24476081.05,1969.079799,3.126060889,,
childHAB2B8Dgen6,344.3705,3803.553,24666617.75,1969.408347,3.13882651,,
childJOV06M2gen11,340.8265,3810.2688,24271128.67,1969.664734,3.129521838,,
childIN4O5KPgen8,342.7255,3788.9784,24597417.55,1970.336274,3.129713415,,
childGUK6X7Zgen13,337.8315,3789.2781,24867680.83,1970.695406,3.114413712,,
childU7S2IGDgen6,344.936,3814.0902,24684519.15,1970.913322,3.143553101,,
child5KZDN3Igen12,337.393,3759.7482,24751238.2,1971.124276,3.104989301,,
childP2X0VBTgen14,339.9335,3810.3993,24827458.72,1972.020513,3.126856806,,
childMIF0L95gen3,343.968,3809.1519,24835900.06,1972.459269,3.139230337,,
childO15244Jgen3,350.978,3790.6659,24839869.31,1972.500538,3.156239554,,
child2V8XY7Zgen8,338.6155,3782.5785,24801139.83,1972.767511,3.115146666,,
childFI78BC9gen3,348.597,3802.8186,24773416.45,1972.828239,3.152082182,,
childIIK745Xgen5,346.6925,3812.085,24268078.94,1972.900364,3.148623967,,
childQFR9BP5gen4,343.7315,3815.5761,24817927.64,1973.311643,3.140280113,,
child729QOYLgen13,338.3885,3775.9725,24754870.27,1973.624003,3.112667988,,
childAV7R7JKgen15,339.0335,3774.4146,24852707.13,1974.05969,3.114292074,,
childIDHKI9Xgen9,342.575,3809.7171,24474197.83,1975.762935,3.135154715,,
childLB1MVMEgen13,338.185,3767.8428,24623251.67,1976.305689,3.109931583,,
childNZDI15Cgen9,339.0905,3779.1315,24629680.4,1976.314759,3.115863943,,
childMJ089I5gen7,343.4835,3818.6757,24509486.93,1976.451208,3.140491594,,
child7Z0DMWDgen9,341.2935,3778.5024,24534966.13,1976.975097,3.12265407,,
childTCNXPJ9gen5,340.8785,3816.495,24955007.59,1977.479168,3.131747408,,
childL6ONWUEgen3,354.0565,3828.7404,24386284.15,1977.639408,3.176561447,,
child43WJZX3gen13,335.5265,3763.5606,24981565.3,1977.658823,3.100460196,,
childCL10R6Agen16,336.2335,3746.8503,24372322.32,1977.751692,3.098125386,,
childG0XUFAHgen12,338.158,3791.826,24591352.47,1977.883148,3.116469413,,
childJDH207Dgen13,340.1695,3751.0443,24811564.69,1978.080258,3.111669946,,
child412YR2Qgen3,349.4845,3809.16,24830375.11,1978.100241,3.156850333,,
childI4C5NXCgen5,345.4695,3809.4093,24374943,1978.782524,3.144317448,,
childM73DJCTgen14,339.9895,3805.8435,24465584.46,1979.081473,3.126115543,,
childJOMFYPYgen4,343.8525,3799.8621,24694180.17,1979.208341,3.136642195,,
child8RDXUQ8gen3,349.848,3836.8521,24802726.24,1979.562925,3.165624394,,
child7CLUR37gen12,337.508,3756.0996,24870696.26,1980.224802,3.104775803,,
childVALQ7R3gen6,345.3785,3784.8222,24955585.53,1980.481694,3.137395043,,
childJBZ13YVgen11,339.124,3797.7993,24905931.09,1980.52661,3.121262395,,
childAWC479Wgen13,339.965,3774.4443,24866330.97,1980.648624,3.117535882,,
childV4YLB3Igen2,350.2745,3833.6625,24967880.61,1980.688258,3.166147302,,
childOJBNH4Igen16,339.079,3765.4794,24725145.34,1980.696245,3.112302126,,
childB6OHW9Vgen5,345.416,3803.3316,24368068.4,1980.714899,3.142578721,,
childYFXTTIMgen8,343.3445,3793.4559,24411189.41,1981.113972,3.133382507,,
childJGNN7LZgen7,342.623,3798.6138,24624158.91,1981.325406,3.132530827,,
childYZR6349gen14,338.253,3771.6561,24638550.09,1981.77103,3.111439836,,
childEY12TD3gen14,339.074,3812.2893,24610004.96,1982.106062,3.125135369,,
child29N8WOCgen11,339.2005,3773.4777,24897893.23,1982.380313,3.114946659,,
childBA7ODOIgen13,338.0215,3775.2714,24688896.31,1982.401066,3.111727947,,
childCTM02XFgen7,348.7,3833.7381,24575799.68,1982.459334,3.161295993,,
childQT1SZFXgen13,338.253,3758.3289,24796308.99,1982.47644,3.107832831,,
childWQPKUO0gen11,339.117,3780.171,24995585.99,1982.557139,3.116520056,,
childTGWUV4Xgen7,342.127,3835.6938,24576512.39,1982.564154,3.141154076,,
child3TBN9R3gen13,340.196,3778.1775,24287997.96,1982.7242,3.11937826,,
childQUYZZ5Ogen3,351.5105,3813.687,24523682.2,1983.148934,3.164694744,,
childATM3C3Vgen11,340.7875,3807.1107,24956323.89,1983.24873,3.129165219,,
child881XLQLgen14,338.1885,3778.7598,24895694.24,1983.364727,3.113250655,,
child2RBM7G1gen4,351.4,3838.0581,24051741.69,1983.415611,3.171015138,,
childGGMS4OTgen8,343.6185,3787.1649,24243041.49,1983.71558,3.132646919,,
child9VZ4MXNgen6,343.4385,3788.1018,24712038.67,1983.821913,3.132341366,,
childVVK89XVgen9,338.431,3758.8266,24800265.64,1984.28144,3.108612322,,
childI95J3M5gen12,339.656,3777.2883,24533259.59,1984.624468,3.117524329,,
childYWJBV4Wgen11,339.9455,3819.5838,24418139.57,1984.749998,3.129991862,,
childRQXON2Ngen16,334.0385,3741.1524,24885029.3,1985.559349,3.090024365,,
childLIK8YPVgen4,354.734,3852.6777,23843479.54,1985.649658,3.185600996,,
childZOU9Z3Jgen13,339.2705,3790.7586,24729536.07,1985.857039,3.120047176,,
child5858FHXgen10,338.2985,3782.7711,24768275.11,1986.00058,3.114814201,,
childD9ZMUETgen6,343.8215,3787.2945,24354980.73,1986.400333,3.133445249,,
childD5ZNC4Sgen8,339.87,3812.3208,24587845.17,1986.537007,3.127853485,,
childEK8NRVJgen14,338.3225,3804.5304,24913923.11,1986.621306,3.120860879,,
childMWFZJQNgen3,351.085,3807.9549,24932174,1986.707311,3.161955201,,
child3I3O88Tgen4,349.164,3812.328,24638907.21,1986.72998,3.157106428,,
child02QIIU3gen8,342.353,3828.6441,24755744.82,1987.173761,3.140153179,,
child0GPRGIIgen15,336.801,3813.345,24565362.07,1987.188469,3.118507232,,
childKRBBFDGgen14,339.3545,3776.3847,24834896.41,1988.274708,3.116497841,,
childKRE4DVFgen4,342.6645,3780.4275,24952127.41,1988.510221,3.128027196,,
childZVHNSQDgen10,340.6735,3765.3237,24615189.9,1988.602057,3.117642257,,
childVRKL28Wgen10,337.899,3777.5367,24984195.65,1989.272356,3.112279123,,
childH99D0W6gen11,338.4145,3810.2634,24722286.83,1989.554747,3.122851756,,
childOFXOUAPgen11,340.3215,3776.0418,24422226.28,1990.075419,3.119530026,,
childKHTGPY7gen7,341.7435,3802.1058,24708535.01,1990.639364,3.131148264,,
child9V3K2YGgen4,345.6745,3823.4619,24750596.67,1991.697678,3.149397812,,
child5U454Q6gen12,341.394,3796.1019,24441267.77,1991.826677,3.1284639,,
child53YYDKQgen3,353.9425,3814.8813,24470394.7,1992.340662,3.173098118,,
childCVH1F8Lgen4,343.555,3806.0226,24715233.26,1992.600966,3.138008294,,
childI5Y0R6Bgen10,338.713,3791.3868,24792961.4,1992.627675,3.118777947,,
child4AXKXK7gen11,339.106,3783.7521,24526176.45,1993.142949,3.117953271,,
childFYA3F46gen6,343.0125,3783.9096,24757036.95,1994.368167,3.13034414,,
childL4PZVLWgen13,337.489,3819.3984,24809896.83,1994.911988,3.122682474,,
childGF1DHZ2gen11,341.222,3755.2887,24587396.41,1995.269118,3.116935974,,
childNUZ84SKgen14,337.497,3755.6361,24845990.62,1995.798347,3.105335235,,
childPG421KKgen11,337.7705,3783.2895,24725046.14,1995.901848,3.113752664,,
childO9I06BIgen13,339.8645,3795.2019,24747250.79,1996.806637,3.123636224,,
childP470T1Ggen10,337.611,3793.8258,24950222.53,1997.030154,3.116180486,,
childKDLURVYgen10,340.662,3793.3623,24785455.41,1997.053325,3.125654449,,
childVYWL7TYgen3,350.601,3839.013,24932830.21,1997.069096,3.169393775,,
childJ68Z58Pgen12,340.017,3776.9094,24469672.9,1997.11501,3.119134645,,
childRSBHBBGgen4,344.103,3804.2613,24602680.99,1997.124453,3.139460789,,
childSS499FGgen8,339.862,3812.4171,24954011.54,1998.037874,3.128386785,,
child393MFISgen12,337.421,3762.0963,24959733.96,1998.194936,3.106971284,,
child59IRS5Fgen13,337.8545,3773.8116,24778171.12,1998.341443,3.111541437,,
childWK8H7XLgen9,341.749,3772.0179,24653508.34,1998.573294,3.123315713,,
childEE3EIINgen10,340.921,3794.7141,24511398.85,1998.673002,3.126913471,,
childQDJU6TLgen5,343.356,3821.0436,24643420.56,1999.381979,3.141798167,,
child5B2DN39gen10,341.1385,3804.6015,24340807.28,1999.393981,3.1303314,,
child3PMB9VHgen4,344.6055,3822.6141,24536782.07,2000.498462,3.146210078,,
childYLQHSOAgen3,351.951,3855.7314,24599817.51,2000.606217,3.178370779,,
childUQ524KDgen4,346.664,3804.0183,24863564.15,2001.720226,3.147664849,,
child1SKU2WYgen10,338.3265,3796.47,24795289.47,2001.821883,3.119375543,,
childMJDMMWWgen13,338.968,3775.2453,24665692.12,2001.839786,3.1155983,,
childCF411WXgen4,342.085,3763.9467,24929497.3,2002.204962,3.122336691,,
childCVS4R7Rgen4,344.575,3795.1551,24393856.43,2002.474077,3.138706504,,
child5ID782Kgen3,343.6495,3820.4577,24658733.9,2002.698968,3.142715092,,
child8U2V4GXgen3,347.7625,3823.8507,24729654.46,2002.936272,3.156593578,,
childQSYMMYTgen5,344.3395,3819.4281,24962797.03,2003.396019,3.144637136,,
childA5BMZ4Fgen13,341.1675,3784.7358,24677553.98,2003.527307,3.125188598,,
childGW1LZMWgen14,339.308,3761.1171,24898544.89,2003.68474,3.112895027,,
childJE7IKBBgen3,353.311,3849.6906,24622777.41,2003.779867,3.181146911,,
childEGIQSTZgen14,340.471,3796.2666,24893851.2,2004.579685,3.126194922,,
childKMSXN61gen12,339.276,3787.6293,24354200.19,2005.066069,3.120098718,,
childYHT4APAgen4,346.8945,3816.6534,24511655.59,2005.070305,3.151995729,,
child7GPCXK8gen8,340.4095,3813.5655,24764005.02,2005.396122,3.130763514,,
child7LDYJINgen7,342.543,3799.6173,24516836.94,2006.043595,3.133696942,,
childTIX0S51gen10,340.563,3803.6043,24466766.91,2006.197906,3.128563182,,
child2BF09VCgen3,350.3425,3824.9577,24949518.41,2007.034946,3.165203101,,
childU46UWWJgen13,336.667,3769.956,24999902.29,2007.066115,3.107155912,,
childVSG4M6Ngen9,344.0345,3794.7258,24029916.43,2007.07098,3.137101377,,
childOMN0J07gen9,340.6225,3796.9101,24746692.31,2007.386958,3.12697723,,
childSFG54S2gen12,338.429,3814.7337,24457288.02,2007.525932,3.12494978,,
child1NWJF1Fgen4,343.612,3781.2528,24904094.69,2007.540643,3.132114319,,
childWN0773Kgen8,338.694,3784.0167,24915647.69,2007.587194,3.117397611,,
childYIZMAJ8gen5,340.833,3794.6646,24579544.12,2008.147211,3.127061468,,
childYJ2OLXBgen5,344.6285,3784.3371,24458278.21,2008.852177,3.136215577,,
childEON9SHWgen6,342.475,3799.3329,24434205.17,2009.11023,3.133547222,,
childZVKE42Qgen6,341.2105,3797.2602,24724903.19,2009.207961,3.129007149,,
child9BZ9W79gen8,340.0925,3784.1796,24972570.95,2010.240637,3.121965031,,
childJE8B3HOgen3,352.864,3831.2712,24990620.61,2010.321774,3.175012887,,
childZ86JRUYgen11,336.8795,3751.0722,24643243.47,2010.339469,3.102818827,,
childYXDK0M5gen8,343.7385,3807.963,24160309.2,2010.464018,3.139942132,,
childTNN43PDgen14,337.193,3752.145,24926440.21,2010.520959,3.104106581,,
childA00TJSJgen10,338.469,3767.8797,24976903.82,2010.583349,3.112421325,,
child4U5V30Rgen2,350.459,3815.5842,24969064.55,2010.873767,3.163187386,,
childSHA1DWFgen14,341.001,3780.7992,24464800.07,2011.260184,3.12394747,,
childYNRJ5EBgen6,342.281,3795.1011,24875793.66,2011.71872,3.131901833,,
childTO6RHI4gen2,349.302,3818.106,24703498.45,2012.017287,3.16028869,,
childDXFUVMPgen10,338.1735,3795.2559,24759303.06,2012.451287,3.11905443,,
child3HFLUAEgen16,337.014,3743.0334,24009693.85,2012.940135,3.101166959,,
childZ2T8BX3gen11,339.7605,3797.0226,24335876.33,2013.173985,3.124563591,,
child0NN7OT8gen14,336.0185,3776.2659,24979331.26,2013.30343,3.107127356,,
childHVK47QHgen4,343.333,3796.3494,24724197.27,2013.472628,3.135633845,,
childUMP2E14gen3,349.938,3840.3072,24839039.28,2013.602839,3.168426253,,
childEP8U46Qgen11,337.83,3760.9308,24935348.06,2013.713909,3.108657936,,
childYO1XAC1gen15,338.527,3759.1767,24119432.68,2013.879455,3.11037955,,
childTQGFH2Ggen3,351.505,3808.0116,24810574.8,2014.412013,3.164574107,,
childIK1KP5Agen5,342.384,3828.708,24758497.21,2014.603868,3.14153742,,
childB1MET3Egen12,337.791,3729.9699,24854609.04,2014.844275,3.100132141,,
childKISIKRKgen11,340.492,3799.5624,24776987.45,2015.032407,3.127644746,,
childD4DS45Ggen12,337.367,3806.0199,24976938.63,2015.782125,3.119610674,,
childLZIKVL5gen9,340.018,3810.0204,24511835.49,2015.97331,3.12905299,,
childMMO0L0Agen8,341.3735,3794.4081,24463771.6,2016.089876,3.129059538,,
child3GHBDHTgen14,336.9185,3758.0058,24689479.37,2016.229372,3.105107632,,
childIT3PH55gen12,338.3915,3787.9551,24711186.36,2016.324088,3.117925693,,
childZ7Z7JK2gen10,339.5555,3784.5189,24829633.79,2016.352937,3.120650941,,
childQNCT0TLgen11,341.3085,3813.1164,24560453.44,2016.601855,3.133987936,,
childDD1VT7Xgen3,354.124,3839.0121,23729477.1,2017.727489,3.181433982,,
childUWV3340gen11,340.1655,3785.7393,24855026.09,2018.978596,3.123024991,,
childT6RTAMVgen7,342.846,3779.2863,24858797.73,2020.404937,3.129762437,,
child366ZRA1gen8,342.463,3780.2556,24335451,2020.469119,3.128825075,,
childO20HCESgen7,340.6845,3798.1764,24916224.79,2020.562128,3.128127773,,
childKMPSJ1Bgen4,345.5025,3828.051,24254987.27,2020.7934,3.151456247,,
childEFGQNI6gen8,342.9665,3814.2369,24100884.69,2021.027588,3.139715357,,
childC0OQEM2gen13,336.856,3766.8159,24811369.26,2022.091371,3.107588264,,
childMX5R3HSgen7,345.3315,3808.17,24721459.27,2022.718152,3.145577804,,
childVSEYCJ5gen3,349.5395,3839.2938,24815193.23,2024.142564,3.167383377,,
childAFNWUG4gen6,345.161,3811.6269,24733296.65,2024.821863,3.146082773,,
childAG8TEXKgen12,338.468,3796.1766,24597538.13,2025.183266,3.120821606,,
childC3Q25N3gen14,339.7505,3769.1217,24315337.84,2026.297927,3.117519693,,
childXI4OEY5gen10,337.2555,3783.6261,24919811.91,2026.335994,3.113632483,,
childDDC08EUgen12,338.645,3823.1064,24788674.01,2026.434267,3.128790897,,
childJNJMHM2gen3,348.4585,3843.7542,24165707.17,2027.286961,3.165345817,,
childUOP6FUEgen5,343.8005,3779.577,24617698.6,2027.433039,3.133170211,,
child84FANILgen8,339.839,3791.4327,24990607.7,2027.697911,3.123956037,,
childGWWD17Rgen4,342.37,3788.7984,24998023.48,2027.866161,3.131207774,,
childBI8LNC1gen4,343.4795,3800.6001,24683380.44,2028.798007,3.137964785,,
child9MNRBWWgen13,341.7805,3786.4845,24236508.72,2029.540625,3.128798566,,
childNTM2IJ8gen13,337.79,3784.8915,24761465.12,2030.018819,3.115830192,,
childJK7F4Q3gen15,332.3905,3764.3004,24756456.99,2030.296719,3.093231,,
child2JLL3CCgen2,353.132,3852.8658,24902304.36,2030.679459,3.182695566,,
childO5TSOEWgen12,337.652,3792.8124,24978920.19,2030.82896,3.117596675,,
child41ENZT5gen3,351.5985,3822.8472,24680135.89,2031.536296,3.169712257,,
childWKSDRIIgen14,339.226,3797.0208,24423243,2031.959076,3.123750611,,
childR5SOHVGgen16,336.973,3773.8161,24529983.99,2032.496243,3.110349591,,
childUWCF1W4gen12,340.3105,3794.067,24012721.78,2032.503399,3.12638132,,
childCC4KDZOgen15,333.917,3780.5778,24964686.52,2033.041996,3.102606255,,
